id,destino,prioridad,peso
1967,Riohacha,2,5.7
1968,Pereira,4,23.3
1969,Manizales,3,23.8
1970,Armenia,4,24.5
1971,Cali,4,12.6
1972,Riohacha,1,10.1
1973,Villavicencio,2,15.2
1974,Neiva,4,13.1
1975,Ipiales,2,7.7
1976,Barranquilla,4,5.3
1977,Santa Marta,5,19.6
1978,Tunja,1,16.3
1979,Pereira,1,8.1
1980,Bucaramanga,2,6.9
1981,Ipiales,1,17.6
1982,Bogotá,1,4.8
1983,Ipiales,2,19.1
1984,Popayán,3,18.3
1985,Ipiales,3,8.0
1986,Pasto,4,8.3
1987,Ipiales,4,11.0
1988,Riohacha,3,8.7
1989,Popayán,1,18.5
1990,Riohacha,4,17.6
1991,Manizales,3,7.5
1992,Pasto,5,5.5
1993,Cali,3,21.9
1994,Armenia,3,24.5
1995,Santa Marta,2,23.6
1996,Riohacha,5,18.5
1997,Sincelejo,1,11.8
1998,Popayán,3,13.5
1999,Cartagena,4,21.5
2000,Sincelejo,4,15.6
2001,Valledupar,5,12.8
2002,Santa Marta,2,10.5
2003,Montería,3,15.4
2004,Armenia,2,14.6
2005,Bogotá,5,19.8
2006,Manizales,5,4.6
2007,Villavicencio,3,14.7
2008,Cali,4,24.7
2009,Cartagena,3,24.4
2010,Medellín,5,18.5
2011,Armenia,4,18.0
2012,Villavicencio,4,21.2
2013,Pereira,5,5.0
2014,Barranquilla,4,10.5
2015,Sincelejo,1,20.3
2016,Santa Marta,3,9.6
2017,Cartagena,5,9.8
2018,Barranquilla,2,15.4
2019,Ipiales,1,7.3
2020,Sincelejo,2,22.3
2021,Pereira,3,24.0
2022,Cali,1,8.0
2023,Bucaramanga,1,8.5
2024,Medellín,4,7.7
2025,Barranquilla,3,18.9
2026,Neiva,3,6.9
2027,Ipiales,4,19.6
2028,Bucaramanga,2,14.4
2029,Pasto,4,5.7
2030,Tunja,3,14.3
2031,Barranquilla,5,7.8
2032,Sincelejo,4,12.1
2033,Armenia,1,6.8
2034,Villavicencio,4,17.7
2035,Valledupar,5,21.7
2036,Armenia,1,12.6
2037,Cartagena,4,12.5
2038,Riohacha,4,16.6
2039,Ipiales,5,10.5
2040,Cali,4,10.4
2041,Sincelejo,5,15.0
2042,Manizales,3,4.6
2043,Manizales,4,21.6
2044,Neiva,1,21.5
2045,Cali,5,8.2
2046,Tunja,2,16.0
2047,Medellín,3,22.4
2048,Bucaramanga,1,6.8
2049,Neiva,3,21.1
2050,Barranquilla,2,6.0
2051,Cartagena,5,7.0
2052,Riohacha,4,23.0
2053,Cali,4,22.2
2054,Valledupar,1,14.0
2055,Bogotá,4,11.2
2056,Neiva,2,6.9
2057,Riohacha,1,20.2
2058,Neiva,2,8.9
2059,Valledupar,1,9.0
2060,Valledupar,3,17.5
2061,Manizales,3,23.6
2062,Riohacha,1,19.7
2063,Ipiales,4,14.8
2064,Pereira,3,22.3
2065,Ipiales,5,23.0
2066,Medellín,1,20.4
2067,Barranquilla,1,4.7
2068,Tunja,4,11.0
2069,Medellín,1,21.0
2070,Villavicencio,2,9.4
2071,Montería,1,11.1
2072,Manizales,3,5.8
2073,Armenia,4,14.5
2074,Bogotá,4,13.5
2075,Ipiales,4,20.8
2076,Cali,4,6.2
2077,Valledupar,1,13.1
2078,Pereira,5,19.0
2079,Bogotá,4,24.1
2080,Villavicencio,4,17.8
2081,Manizales,2,20.2
2082,Pasto,4,6.4
2083,Cali,3,21.3
2084,Tunja,2,13.1
2085,Neiva,1,17.3
2086,Villavicencio,1,24.2
2087,Riohacha,2,22.2
2088,Manizales,1,14.1
2089,Cartagena,3,10.5
2090,Villavicencio,2,15.4
2091,Armenia,2,4.8
2092,Tunja,5,14.6
2093,Montería,2,10.3
2094,Pasto,5,19.6
2095,Valledupar,1,7.7
2096,Montería,2,18.7
2097,Cali,5,15.8
2098,Santa Marta,2,23.7
2099,Valledupar,2,5.1
2100,Pasto,2,20.2
2101,Riohacha,3,18.4
2102,Santa Marta,2,11.3
2103,Ipiales,1,8.7
2104,Manizales,3,24.1
2105,Pasto,2,15.7
2106,Montería,3,8.9
2107,Medellín,3,9.0
2108,Bogotá,4,24.5
2109,Riohacha,5,21.2
2110,Sincelejo,3,5.4
2111,Villavicencio,5,10.0
2112,Popayán,3,14.6
2113,Montería,4,24.0
2114,Medellín,3,18.2
2115,Riohacha,1,14.6
2116,Riohacha,3,21.0
2117,Popayán,1,24.8
2118,Bucaramanga,5,21.6
2119,Pereira,3,16.3
2120,Medellín,4,12.2
2121,Cartagena,5,18.4
2122,Montería,5,22.9
2123,Armenia,2,7.7
2124,Pasto,3,14.2
2125,Barranquilla,5,13.9
2126,Manizales,1,9.0
2127,Bucaramanga,5,18.7
2128,Pereira,3,19.1
2129,Neiva,3,21.6
2130,Cali,3,19.1
2131,Tunja,4,7.9
2132,Santa Marta,1,9.2
2133,Bucaramanga,3,15.0
2134,Riohacha,4,17.0
2135,Montería,4,18.8
2136,Armenia,3,10.9
2137,Valledupar,5,10.0
2138,Valledupar,1,22.0
2139,Santa Marta,3,15.9
2140,Pasto,4,8.5
2141,Tunja,1,17.6
2142,Montería,1,20.1
2143,Ipiales,3,21.4
2144,Pasto,5,11.0
2145,Barranquilla,4,11.1
2146,Bogotá,5,16.4
2147,Riohacha,1,17.8
2148,Medellín,5,20.3
2149,Popayán,1,12.8
2150,Neiva,5,22.7
2151,Bogotá,1,21.0
2152,Valledupar,4,11.1
2153,Sincelejo,3,5.3
2154,Manizales,1,15.0
2155,Manizales,2,7.9
2156,Medellín,5,13.8
2157,Valledupar,1,16.5
2158,Barranquilla,4,16.1
2159,Tunja,1,15.5
2160,Medellín,4,19.3
2161,Valledupar,3,17.4
2162,Santa Marta,4,9.2
2163,Ipiales,5,22.7
2164,Bucaramanga,4,24.5
2165,Valledupar,5,18.9
2166,Cartagena,2,24.1
2167,Manizales,5,9.8
2168,Santa Marta,3,4.9
2169,Popayán,3,13.4
2170,Cartagena,5,14.0
2171,Sincelejo,3,6.1
2172,Sincelejo,4,10.8
2173,Manizales,2,9.1
2174,Ipiales,2,19.2
2175,Bucaramanga,5,7.0
2176,Ipiales,5,9.6
2177,Medellín,1,22.5
2178,Manizales,3,19.8
2179,Pereira,5,9.1
2180,Medellín,1,22.0
2181,Manizales,5,11.1
2182,Villavicencio,2,10.2
2183,Manizales,5,6.1
2184,Pasto,4,19.4
2185,Pereira,3,13.7
2186,Pasto,5,4.6
2187,Pereira,4,5.2
2188,Sincelejo,5,22.3
2189,Medellín,5,22.2
2190,Sincelejo,5,21.6
2191,Sincelejo,4,19.3
2192,Sincelejo,5,14.0
2193,Pasto,3,16.1
2194,Pasto,1,5.6
2195,Bucaramanga,3,19.2
2196,Bucaramanga,1,21.7
2197,Tunja,5,20.2
2198,Bucaramanga,5,17.9
2199,Pasto,5,8.0
2200,Cartagena,3,18.7
2201,Pereira,2,21.2
2202,Cartagena,3,7.7
2203,Riohacha,4,15.5
2204,Montería,4,13.3
2205,Pereira,1,21.7
2206,Montería,3,7.5
2207,Tunja,2,11.8
2208,Pasto,5,16.6
2209,Neiva,4,9.8
2210,Villavicencio,1,11.9
2211,Ipiales,3,10.9
2212,Bogotá,2,24.4
2213,Popayán,2,23.3
2214,Montería,4,18.4
2215,Bucaramanga,3,16.8
2216,Neiva,4,10.6
2217,Armenia,4,24.7
2218,Pereira,4,8.9
2219,Barranquilla,2,5.2
2220,Pasto,2,16.0
2221,Cartagena,2,8.2
2222,Popayán,1,12.7
2223,Cali,5,5.3
2224,Riohacha,1,11.1
2225,Cartagena,5,23.8
2226,Cartagena,2,20.7
2227,Santa Marta,3,12.0
2228,Medellín,1,7.1
2229,Villavicencio,4,6.3
2230,Riohacha,3,4.9
2231,Sincelejo,1,24.2
2232,Ipiales,3,18.5
2233,Ipiales,2,12.5
2234,Medellín,2,22.6
2235,Santa Marta,3,21.0
2236,Sincelejo,5,11.2
2237,Armenia,1,18.3
2238,Ipiales,4,10.2
2239,Barranquilla,3,23.7
2240,Manizales,1,7.1
2241,Bucaramanga,1,13.9
2242,Cali,5,21.8
2243,Cali,3,9.6
2244,Medellín,5,9.3
2245,Pasto,3,14.6
2246,Tunja,1,12.2
2247,Barranquilla,1,12.5
2248,Bucaramanga,2,17.9
2249,Montería,1,10.6
2250,Neiva,2,6.8
2251,Pereira,3,23.2
2252,Cali,2,10.7
2253,Pereira,3,8.7
2254,Pereira,3,5.7
2255,Popayán,4,24.0
2256,Riohacha,4,4.9
2257,Manizales,3,13.1
2258,Santa Marta,1,10.6
2259,Riohacha,2,7.5
2260,Bogotá,1,10.6
2261,Tunja,4,10.5
2262,Cali,3,20.6
2263,Sincelejo,1,5.1
2264,Villavicencio,1,9.7
2265,Riohacha,5,16.1
2266,Cartagena,5,22.9
2267,Armenia,2,18.9
2268,Santa Marta,3,9.1
2269,Montería,2,19.8
2270,Popayán,1,6.6
2271,Cali,3,21.5
2272,Sincelejo,2,6.5
2273,Montería,2,16.3
2274,Sincelejo,5,12.3
2275,Pasto,2,22.4
2276,Santa Marta,2,7.9
2277,Tunja,4,12.0
2278,Riohacha,1,17.3
2279,Cali,3,8.3
2280,Sincelejo,5,6.4
2281,Medellín,3,23.0
2282,Neiva,4,5.7
2283,Bogotá,4,7.1
2284,Popayán,5,21.9
2285,Medellín,5,18.5
2286,Valledupar,4,11.7
2287,Bogotá,1,15.1
2288,Medellín,4,12.9
2289,Cali,1,20.0
2290,Medellín,4,16.4
2291,Montería,5,19.9
2292,Pereira,2,13.0
2293,Ipiales,3,6.3
2294,Armenia,5,6.5
2295,Ipiales,2,8.3
2296,Manizales,5,15.8
2297,Bogotá,2,14.2
2298,Villavicencio,2,7.4
2299,Pereira,5,13.4
2300,Cali,4,9.9
2301,Bucaramanga,1,22.1
2302,Neiva,2,7.2
2303,Popayán,2,17.3
2304,Cali,1,12.1
2305,Neiva,2,8.9
2306,Neiva,2,6.3
2307,Valledupar,3,9.1
2308,Cali,1,7.6
2309,Pasto,5,12.5
2310,Barranquilla,4,9.0
2311,Santa Marta,5,10.8
2312,Tunja,3,5.3
2313,Cartagena,2,18.4
2314,Barranquilla,4,4.8
2315,Bogotá,4,23.7
2316,Armenia,4,16.1
2317,Cartagena,4,7.9
2318,Santa Marta,5,13.9
2319,Popayán,2,20.0
2320,Barranquilla,4,15.9
2321,Manizales,1,16.1
2322,Manizales,5,12.2
2323,Sincelejo,4,20.9
2324,Medellín,5,24.4
2325,Tunja,3,10.2
2326,Ipiales,4,13.2
2327,Armenia,3,21.6
2328,Popayán,5,12.2
2329,Valledupar,1,5.4
2330,Cali,4,15.3
2331,Cartagena,1,23.0
2332,Barranquilla,3,4.9
2333,Cali,1,12.0
2334,Bucaramanga,3,20.7
2335,Valledupar,2,22.8
2336,Ipiales,2,6.9
2337,Bogotá,3,19.1
2338,Montería,3,12.9
2339,Barranquilla,5,8.6
2340,Popayán,3,22.1
2341,Sincelejo,2,16.0
2342,Santa Marta,4,17.9
2343,Popayán,2,22.9
2344,Bucaramanga,2,21.4
2345,Riohacha,3,18.8
2346,Pasto,4,22.7
2347,Valledupar,2,21.8
2348,Ipiales,1,6.6
2349,Valledupar,4,10.5
2350,Armenia,2,23.2
2351,Villavicencio,2,11.5
2352,Pasto,3,13.5
2353,Bucaramanga,1,15.6
2354,Pasto,1,15.0
2355,Armenia,2,6.9
2356,Manizales,1,8.5
2357,Tunja,4,10.0
2358,Neiva,5,12.7
2359,Pereira,4,17.9
2360,Sincelejo,5,14.2
2361,Armenia,4,11.4
2362,Pasto,5,8.5
2363,Medellín,1,23.9
2364,Cali,4,21.2
2365,Cali,2,8.7
2366,Popayán,1,18.7
2367,Villavicencio,1,17.6
2368,Montería,2,18.8
2369,Montería,5,12.4
2370,Medellín,4,5.3
2371,Santa Marta,2,7.4
2372,Pereira,5,12.2
2373,Popayán,3,20.4
2374,Cartagena,5,11.7
2375,Villavicencio,3,22.1
2376,Barranquilla,4,10.3
2377,Cali,4,16.7
2378,Pereira,3,21.6
2379,Montería,5,18.2
2380,Popayán,3,20.9
2381,Valledupar,2,12.0
2382,Cartagena,1,9.4
2383,Manizales,2,24.8
2384,Cartagena,3,8.6
2385,Sincelejo,1,24.2
2386,Bucaramanga,1,14.2
2387,Montería,5,10.5
2388,Ipiales,5,6.4
2389,Pasto,4,5.0
2390,Armenia,2,15.4
2391,Cali,3,9.3
2392,Montería,2,21.8
2393,Sincelejo,3,8.5
2394,Sincelejo,3,5.1
2395,Montería,2,12.4
2396,Villavicencio,3,18.3
2397,Villavicencio,5,19.1
2398,Pereira,1,21.9
2399,Medellín,2,12.8
2400,Cartagena,5,14.6
2401,Bogotá,5,10.9
2402,Santa Marta,1,6.8
2403,Manizales,2,8.9
2404,Neiva,3,10.8
2405,Manizales,1,21.9
2406,Pereira,4,18.7
2407,Tunja,4,16.3
2408,Neiva,5,8.5
2409,Neiva,4,6.2
2410,Santa Marta,2,17.7
2411,Medellín,3,20.9
2412,Tunja,4,5.0
2413,Villavicencio,2,20.2
2414,Bucaramanga,2,9.1
2415,Bogotá,2,11.1
2416,Bucaramanga,4,13.4
2417,Neiva,2,7.9
2418,Armenia,3,15.7
2419,Bucaramanga,5,17.1
2420,Cali,2,22.5
2421,Neiva,3,12.5
2422,Barranquilla,3,10.7
2423,Cali,2,23.5
2424,Manizales,2,5.0
2425,Pereira,3,6.7
2426,Neiva,3,19.7
2427,Neiva,3,13.9
2428,Villavicencio,1,10.0
2429,Cali,3,19.4
2430,Santa Marta,4,24.3
2431,Sincelejo,1,11.7
2432,Tunja,4,24.0
2433,Armenia,2,12.5
2434,Villavicencio,5,15.2
2435,Neiva,1,5.3
2436,Valledupar,1,22.1
2437,Manizales,3,17.0
2438,Bucaramanga,4,4.8
2439,Manizales,3,9.8
2440,Neiva,4,9.2
2441,Manizales,3,23.0
2442,Bucaramanga,2,21.1
2443,Sincelejo,5,11.0
2444,Neiva,3,21.5
2445,Tunja,3,16.8
2446,Popayán,4,16.6
2447,Medellín,2,8.1
2448,Tunja,4,5.6
2449,Bucaramanga,2,13.4
2450,Bucaramanga,4,18.0
2451,Valledupar,1,13.1
2452,Montería,3,20.4
2453,Medellín,4,14.3
2454,Manizales,4,22.5
2455,Riohacha,4,8.2
2456,Manizales,1,11.7
2457,Barranquilla,2,9.8
2458,Armenia,4,17.5
2459,Barranquilla,3,20.9
2460,Pereira,3,10.4
2461,Pereira,1,16.6
2462,Valledupar,1,17.8
2463,Pereira,5,9.6
2464,Armenia,3,22.8
2465,Armenia,1,18.2
2466,Manizales,5,12.0
2467,Montería,3,6.6
2468,Sincelejo,4,6.9
2469,Cartagena,1,8.8
2470,Santa Marta,5,17.5
2471,Barranquilla,3,19.8
2472,Ipiales,4,14.6
2473,Ipiales,4,19.9
2474,Villavicencio,5,11.9
2475,Valledupar,1,14.1
2476,Riohacha,4,8.6
2477,Villavicencio,5,12.2
2478,Sincelejo,3,23.3
2479,Popayán,5,11.5
2480,Barranquilla,1,16.7
2481,Ipiales,3,17.0
2482,Santa Marta,1,18.5
2483,Valledupar,1,22.5
2484,Villavicencio,1,9.9
2485,Cartagena,3,12.6
2486,Riohacha,3,21.0
2487,Bucaramanga,1,8.2
2488,Pasto,2,16.2
2489,Tunja,4,14.0
2490,Popayán,4,11.8
2491,Santa Marta,2,14.7
2492,Armenia,4,8.4
2493,Pereira,3,15.0
2494,Medellín,4,20.0
2495,Popayán,4,10.6
2496,Pasto,4,15.6
2497,Sincelejo,4,6.3
2498,Medellín,1,11.0
2499,Pereira,2,9.1
2500,Bucaramanga,4,13.2
2501,Armenia,4,17.1
2502,Barranquilla,5,16.9
2503,Cali,4,23.5
2504,Cartagena,4,5.7
2505,Santa Marta,5,18.3
2506,Medellín,4,18.8
2507,Barranquilla,5,5.2
2508,Popayán,3,14.7
2509,Sincelejo,3,15.9
2510,Ipiales,5,19.6
2511,Popayán,5,24.2
2512,Montería,3,17.4
2513,Pasto,5,10.4
2514,Bucaramanga,2,5.5
2515,Pasto,1,10.9
2516,Ipiales,3,21.6
2517,Pereira,2,8.0
2518,Medellín,2,24.5
2519,Popayán,3,15.8
2520,Neiva,5,7.4
2521,Popayán,1,12.6
2522,Valledupar,3,18.3
2523,Pereira,2,23.8
2524,Cartagena,5,16.6
2525,Neiva,2,9.6
2526,Medellín,5,15.2
2527,Pereira,2,7.8
2528,Villavicencio,3,5.5
2529,Bogotá,5,15.8
2530,Ipiales,1,8.1
2531,Riohacha,2,16.2
2532,Cali,3,12.6
2533,Villavicencio,5,12.0
2534,Tunja,1,6.1
2535,Bogotá,1,12.6
2536,Armenia,5,15.4
2537,Medellín,4,18.1
2538,Cartagena,1,12.9
2539,Tunja,4,8.0
2540,Neiva,4,10.6
2541,Santa Marta,2,9.3
2542,Armenia,2,15.2
2543,Bogotá,2,16.6
2544,Valledupar,5,11.6
2545,Armenia,4,10.6
2546,Barranquilla,3,23.1
2547,Pasto,2,7.7
2548,Medellín,1,20.9
2549,Popayán,3,7.8
2550,Tunja,3,11.6
2551,Ipiales,4,7.5
2552,Manizales,2,8.3
2553,Armenia,4,4.6
2554,Bogotá,2,20.4
2555,Villavicencio,2,18.7
2556,Sincelejo,5,11.2
2557,Pereira,3,18.1
2558,Pasto,3,6.6
2559,Tunja,1,21.6
2560,Villavicencio,2,4.6
2561,Sincelejo,2,24.5
2562,Montería,5,14.6
2563,Tunja,4,12.5
2564,Popayán,5,18.8
2565,Medellín,1,12.2
2566,Armenia,4,14.9
2567,Santa Marta,5,16.6
2568,Pasto,4,19.3
2569,Tunja,2,10.5
2570,Riohacha,1,19.4
2571,Bogotá,3,6.8
2572,Cali,1,23.9
2573,Cali,2,7.5
2574,Popayán,2,20.7
2575,Pereira,1,23.4
2576,Riohacha,2,10.5
2577,Pasto,5,23.8
2578,Pereira,3,10.4
2579,Montería,4,19.0
2580,Villavicencio,3,6.9
2581,Ipiales,2,19.3
2582,Manizales,2,20.2
2583,Barranquilla,2,12.8
2584,Armenia,4,18.7
2585,Cali,3,16.4
2586,Santa Marta,3,16.0
2587,Bogotá,5,14.7
2588,Medellín,2,9.2
2589,Popayán,5,24.8
2590,Popayán,2,23.0
2591,Bucaramanga,1,8.6
2592,Pereira,5,20.8
2593,Barranquilla,3,13.4
2594,Cali,2,17.5
2595,Popayán,3,6.5
2596,Manizales,5,16.4
2597,Barranquilla,2,4.8
2598,Popayán,2,19.0
2599,Pereira,2,16.9
2600,Armenia,2,13.6
2601,Cartagena,3,10.7
2602,Barranquilla,3,7.8
2603,Popayán,2,11.9
2604,Popayán,4,17.6
2605,Bogotá,4,11.1
2606,Bucaramanga,4,17.5
2607,Cali,2,7.6
2608,Popayán,4,23.2
2609,Valledupar,2,10.1
2610,Barranquilla,1,23.4
2611,Riohacha,4,13.2
2612,Bogotá,2,13.2
2613,Neiva,4,14.4
2614,Bogotá,4,18.1
2615,Popayán,5,21.3
2616,Pereira,5,23.6
2617,Armenia,4,11.4
2618,Pasto,4,19.3
2619,Cartagena,3,16.7
2620,Manizales,5,16.8
2621,Pasto,5,21.0
2622,Neiva,5,12.2
2623,Pasto,4,16.3
2624,Armenia,4,5.8
2625,Sincelejo,1,22.0
2626,Tunja,2,6.1
2627,Barranquilla,5,7.6
2628,Popayán,1,24.1
2629,Pasto,2,8.3
2630,Cali,4,13.0
2631,Cali,2,16.6
2632,Neiva,3,21.8
2633,Pasto,3,22.2
2634,Pasto,5,17.8
2635,Sincelejo,2,23.3
2636,Villavicencio,4,14.1
2637,Pereira,4,10.1
2638,Neiva,5,15.9
2639,Barranquilla,2,12.7
2640,Cali,3,23.4
2641,Pereira,1,4.9
2642,Armenia,5,6.4
2643,Villavicencio,2,22.4
2644,Montería,2,17.2
2645,Pereira,1,18.5
2646,Popayán,3,8.1
2647,Cali,2,10.9
2648,Bogotá,4,10.1
2649,Ipiales,3,16.5
2650,Barranquilla,1,17.5
2651,Barranquilla,3,24.2
2652,Medellín,3,7.7
2653,Bucaramanga,3,8.0
2654,Pereira,4,20.5
2655,Valledupar,4,18.6
2656,Cali,4,6.0
2657,Pasto,4,16.0
2658,Riohacha,4,5.4
2659,Popayán,2,13.2
2660,Medellín,5,9.0
2661,Sincelejo,2,10.5
2662,Manizales,4,18.6
2663,Barranquilla,2,9.6
2664,Pereira,5,13.3
2665,Barranquilla,2,12.3
2666,Bucaramanga,4,20.3
2667,Montería,1,16.3
2668,Pasto,1,22.2
2669,Ipiales,4,9.9
2670,Armenia,5,18.5
2671,Valledupar,4,7.9
2672,Santa Marta,2,17.6
2673,Riohacha,4,4.8
2674,Pasto,2,22.2
2675,Pasto,4,16.9
2676,Villavicencio,5,10.6
2677,Neiva,3,17.2
2678,Popayán,3,22.2
2679,Santa Marta,1,14.5
2680,Armenia,3,8.0
2681,Sincelejo,2,23.0
2682,Santa Marta,2,5.9
2683,Bogotá,1,7.9
2684,Neiva,2,7.6
2685,Pasto,2,10.3
2686,Villavicencio,3,12.7
2687,Neiva,4,15.4
2688,Riohacha,1,11.7
2689,Riohacha,3,10.4
2690,Barranquilla,4,20.6
2691,Sincelejo,1,9.3
2692,Sincelejo,4,8.3
2693,Neiva,2,11.0
2694,Cali,4,20.8
2695,Popayán,3,12.4
2696,Barranquilla,5,14.5
2697,Manizales,1,19.5
2698,Montería,4,10.0
2699,Pereira,3,22.1
2700,Bucaramanga,2,12.9
2701,Medellín,2,7.3
2702,Tunja,1,15.9
2703,Neiva,2,4.5
2704,Sincelejo,4,9.7
2705,Bucaramanga,3,11.7
2706,Pasto,4,19.6
2707,Bucaramanga,5,15.8
2708,Ipiales,4,10.3
2709,Santa Marta,1,17.0
2710,Valledupar,2,20.2
2711,Cartagena,4,11.7
2712,Armenia,1,8.2
2713,Villavicencio,1,24.5
2714,Tunja,3,5.8
2715,Valledupar,2,5.1
2716,Bucaramanga,2,20.7
2717,Neiva,2,4.8
2718,Pereira,1,14.8
2719,Bucaramanga,4,15.8
2720,Montería,2,7.6
2721,Sincelejo,5,11.1
2722,Armenia,4,15.7
2723,Armenia,5,11.7
2724,Tunja,4,9.0
2725,Villavicencio,3,18.3
2726,Medellín,3,10.8
2727,Medellín,2,17.9
2728,Pereira,2,21.2
2729,Manizales,3,21.1
2730,Manizales,1,13.1
2731,Valledupar,4,13.5
2732,Tunja,1,19.2
2733,Tunja,2,12.6
2734,Villavicencio,1,17.6
2735,Neiva,5,5.4
2736,Popayán,4,11.9
2737,Pasto,1,17.0
2738,Pasto,4,11.1
2739,Montería,5,5.1
2740,Riohacha,3,24.1
2741,Valledupar,3,10.0
2742,Pasto,4,19.4
2743,Bucaramanga,5,9.6
2744,Cali,2,8.0
2745,Pasto,3,22.3
2746,Ipiales,3,23.3
2747,Sincelejo,2,13.3
2748,Montería,1,19.5
2749,Montería,4,7.6
2750,Cartagena,1,19.1
2751,Bucaramanga,2,15.2
2752,Santa Marta,5,24.3
2753,Neiva,2,23.2
2754,Sincelejo,3,9.3
2755,Tunja,3,16.7
2756,Riohacha,5,19.2
2757,Manizales,1,16.3
2758,Medellín,5,14.5
2759,Manizales,1,21.8
2760,Ipiales,1,9.2
2761,Ipiales,2,18.3
2762,Barranquilla,3,20.1
2763,Riohacha,3,20.9
2764,Bucaramanga,1,20.2
2765,Sincelejo,2,15.1
2766,Valledupar,3,10.5
2767,Popayán,3,11.0
2768,Villavicencio,2,14.3
2769,Pereira,4,23.1
2770,Pasto,3,11.4
2771,Medellín,1,23.0
2772,Villavicencio,5,17.9
2773,Pasto,3,9.0
2774,Sincelejo,4,18.1
2775,Neiva,2,10.2
2776,Ipiales,5,17.5
2777,Tunja,5,10.0
2778,Sincelejo,1,5.0
2779,Barranquilla,5,12.2
2780,Villavicencio,4,10.0
2781,Cartagena,5,12.6
2782,Montería,2,12.5
2783,Armenia,4,12.7
2784,Neiva,2,24.3
2785,Popayán,5,8.5
2786,Montería,3,11.0
2787,Bucaramanga,4,22.8
2788,Cartagena,4,17.3
2789,Santa Marta,2,12.0
2790,Valledupar,2,5.5
2791,Riohacha,1,19.9
2792,Popayán,2,10.7
2793,Bucaramanga,2,11.7
2794,Montería,4,9.2
2795,Bucaramanga,5,6.6
2796,Valledupar,5,14.1
2797,Montería,1,18.2
2798,Manizales,2,5.6
2799,Medellín,5,8.1
2800,Bucaramanga,2,20.6
2801,Neiva,5,20.8
2802,Cali,1,12.9
2803,Popayán,4,21.4
2804,Neiva,2,9.5
2805,Montería,5,12.4
2806,Bucaramanga,5,15.6
2807,Pasto,3,8.6
2808,Barranquilla,1,6.2
2809,Santa Marta,2,19.3
2810,Barranquilla,3,5.7
2811,Montería,5,19.7
2812,Armenia,5,18.9
2813,Valledupar,5,19.3
2814,Riohacha,5,21.4
2815,Medellín,1,8.6
2816,Armenia,2,11.3
2817,Pereira,5,12.8
2818,Popayán,3,18.8
2819,Villavicencio,5,4.8
2820,Bucaramanga,5,6.7
2821,Montería,4,20.1
2822,Pereira,5,19.9
2823,Manizales,5,14.2
2824,Riohacha,4,23.3
2825,Pasto,1,11.4
2826,Tunja,4,22.1
2827,Cartagena,5,9.4
2828,Neiva,2,15.7
2829,Cartagena,4,17.4
2830,Santa Marta,5,16.3
2831,Cali,3,13.8
2832,Villavicencio,1,19.7
2833,Pasto,1,22.3
2834,Pasto,5,24.7
2835,Tunja,2,15.3
2836,Barranquilla,5,11.5
2837,Pereira,1,19.2
2838,Cali,2,18.3
2839,Neiva,1,10.7
2840,Popayán,2,14.5
2841,Tunja,1,7.3
2842,Cartagena,3,11.5
2843,Pasto,5,15.0
2844,Manizales,1,13.2
2845,Ipiales,2,5.3
2846,Villavicencio,3,17.4
2847,Ipiales,3,17.9
2848,Manizales,3,22.9
2849,Bucaramanga,5,11.8
2850,Valledupar,5,20.3
2851,Barranquilla,2,20.5
2852,Montería,1,13.2
2853,Riohacha,1,5.6
2854,Medellín,5,18.5
2855,Armenia,2,20.7
2856,Neiva,5,9.5
2857,Popayán,2,24.5
2858,Tunja,4,7.9
2859,Sincelejo,3,13.3
2860,Manizales,5,18.4
2861,Armenia,2,8.7
2862,Montería,1,13.7
2863,Ipiales,1,21.6
2864,Ipiales,1,16.2
2865,Bucaramanga,1,18.4
2866,Manizales,2,8.1
2867,Barranquilla,4,10.9
2868,Villavicencio,4,5.2
2869,Medellín,4,23.7
2870,Cali,3,15.6
2871,Pasto,2,13.0
2872,Popayán,4,10.3
2873,Medellín,1,14.5
2874,Bucaramanga,5,15.4
2875,Sincelejo,3,22.4
2876,Popayán,3,9.0
2877,Pasto,3,21.4
2878,Pereira,5,19.1
2879,Bogotá,1,21.2
2880,Bucaramanga,3,17.9
2881,Cali,2,5.5
2882,Valledupar,4,7.5
2883,Popayán,2,16.7
2884,Cartagena,4,16.8
2885,Medellín,4,13.0
2886,Valledupar,1,23.8
2887,Bogotá,3,12.7
2888,Manizales,5,17.0
2889,Bogotá,1,21.6
2890,Cali,1,5.3
2891,Cartagena,3,11.2
2892,Manizales,2,12.2
2893,Neiva,4,11.1
2894,Medellín,4,11.6
2895,Riohacha,1,15.6
2896,Santa Marta,4,4.6
2897,Sincelejo,4,19.2
2898,Sincelejo,4,5.1
2899,Cali,5,18.8
2900,Manizales,3,18.7
2901,Montería,4,23.4
2902,Medellín,4,15.6
2903,Popayán,4,20.8
2904,Ipiales,5,21.1
2905,Cartagena,5,20.2
2906,Popayán,1,16.9
2907,Pasto,1,19.5
2908,Montería,3,10.7
2909,Popayán,2,14.2
2910,Popayán,3,16.5
2911,Riohacha,1,17.5
2912,Armenia,3,15.2
2913,Santa Marta,1,10.9
2914,Neiva,1,23.2
2915,Cartagena,1,23.8
2916,Bucaramanga,2,6.6
2917,Medellín,1,17.7
2918,Armenia,5,13.8
2919,Bogotá,5,15.8
2920,Ipiales,4,5.3
