id,destino,prioridad,peso
20622,Barranquilla,4,19.1
20623,Cúcuta,2,22.2
20624,Cúcuta,3,24.5
20625,Ipiales,2,24.2
20626,Popayán,3,11.7
20627,Riohacha,2,24.5
20628,Mitú,2,14.1
20629,Pasto,2,10.5
20630,Cúcuta,5,24.0
20631,Popayán,5,11.9
20632,Riohacha,3,9.0
20633,Valledupar,2,5.9
20634,Ipiales,3,9.0
20635,Montería,1,4.9
20636,Manizales,2,10.2
20637,Riohacha,4,11.7
20638,Barranquilla,2,15.4
20639,Armenia,4,23.4
20640,Cartagena,2,17.1
20641,Pereira,4,18.8
20642,Barranquilla,5,9.2
20643,Riohacha,2,20.6
20644,Sincelejo,3,11.2
20645,Ipiales,3,15.3
20646,Popayán,5,16.1
20647,Mitú,3,19.7
20648,Barranquilla,2,18.4
20649,Medellín,5,8.3
20650,Neiva,5,13.4
20651,Valledupar,4,9.7
20652,Sincelejo,2,7.6
20653,Bucaramanga,4,24.5
20654,Ibagué,3,15.4
20655,Medellín,4,19.1
20656,Valledupar,1,8.0
20657,Cartagena,5,6.5
20658,Montería,2,16.0
20659,Cartagena,4,9.7
20660,Riohacha,2,23.6
20661,Ibagué,4,23.4
20662,Barranquilla,4,13.1
20663,Cúcuta,3,23.6
20664,Florencia,5,23.9
20665,Pasto,1,8.7
20666,Manizales,2,22.9
20667,Santa Marta,1,6.9
20668,Barranquilla,3,18.1
20669,Riohacha,2,5.1
20670,Ipiales,4,24.4
20671,Barranquilla,3,20.1
20672,Pasto,4,12.3
20673,Neiva,5,23.8
20674,Valledupar,1,22.4
20675,Manizales,3,7.5
20676,Pereira,4,14.2
20677,Cali,4,21.7
20678,Ibagué,1,14.0
20679,Villavicencio,4,21.6
20680,Bucaramanga,4,14.8
20681,Ipiales,4,6.4
20682,Pereira,1,15.3
20683,Quibdó,5,8.2
20684,Pasto,4,13.3
20685,Sincelejo,4,7.8
20686,Cali,4,19.6
20687,Cúcuta,3,21.4
20688,Santa Marta,3,19.6
20689,Cúcuta,2,13.3
20690,Neiva,3,6.7
20691,Cali,2,22.3
20692,Ipiales,3,20.5
20693,Medellín,4,11.8
20694,Cartagena,5,16.7
20695,Cartagena,1,22.3
20696,Villavicencio,4,15.0
20697,Cúcuta,3,17.0
20698,Ibagué,2,14.9
20699,Valledupar,1,20.5
20700,Montería,1,23.9
20701,Cúcuta,2,5.8
20702,Cúcuta,5,18.6
20703,Riohacha,1,18.8
20704,Armenia,2,9.5
20705,Pereira,2,21.7
20706,Valledupar,3,12.0
20707,Ibagué,3,22.2
20708,Santa Marta,2,21.0
20709,Mitú,5,8.9
20710,Medellín,3,21.0
20711,Santa Marta,1,12.6
20712,Montería,1,8.2
20713,Quibdó,4,11.8
20714,Popayán,1,18.4
20715,Bucaramanga,5,18.0
20716,Cúcuta,2,15.2
20717,Valledupar,4,13.6
20718,Cali,4,17.6
20719,Santa Marta,4,11.9
20720,Montería,1,14.9
20721,Montería,2,12.2
20722,Mitú,4,21.4
20723,Valledupar,4,12.9
20724,Cartagena,1,11.1
20725,Cartagena,2,13.9
20726,Cali,2,14.1
20727,Cali,3,10.5
20728,Villavicencio,4,13.2
20729,Barranquilla,3,13.9
20730,Villavicencio,4,16.6
20731,Pasto,5,12.2
20732,Valledupar,5,6.0
20733,Popayán,4,19.1
20734,Popayán,1,19.1
20735,Tunja,1,5.5
20736,Pasto,5,6.3
20737,Sincelejo,5,19.2
20738,Santa Marta,4,13.6
20739,Cali,1,4.9
20740,Tunja,5,13.2
20741,Ipiales,3,20.9
20742,Cali,4,23.8
20743,Popayán,4,16.5
20744,Pereira,3,5.4
20745,Neiva,4,12.5
20746,Santa Marta,4,7.9
20747,Tunja,5,7.8
20748,Villavicencio,3,24.6
20749,Manizales,4,13.4
20750,Cartagena,5,10.7
20751,Montería,3,12.2
20752,Sincelejo,1,12.1
20753,Ipiales,4,20.4
20754,Barranquilla,3,15.0
20755,Armenia,2,15.5
20756,Cali,3,21.3
20757,Riohacha,2,19.4
20758,Manizales,5,23.0
20759,Mitú,1,22.2
20760,Bucaramanga,1,18.8
20761,Montería,2,22.7
20762,Pasto,1,23.2
20763,Riohacha,1,20.5
20764,Riohacha,1,4.9
20765,Pereira,1,14.6
20766,Pasto,4,13.1
20767,Montería,4,16.1
20768,Ipiales,2,13.4
20769,Cali,1,5.4
20770,Bucaramanga,4,23.5
20771,Manizales,5,22.9
20772,Florencia,3,10.6
20773,Manizales,5,15.9
20774,Bucaramanga,2,6.1
20775,Santa Marta,4,5.6
20776,Tunja,3,20.5
20777,Valledupar,3,18.2
20778,Neiva,3,14.5
20779,Valledupar,3,5.4
20780,Santa Marta,1,4.9
20781,Pereira,4,23.0
20782,Medellín,2,8.0
20783,Cartagena,5,21.4
20784,Manizales,5,10.7
20785,Manizales,4,11.2
20786,Mitú,2,14.8
20787,Riohacha,3,10.4
20788,Montería,5,22.0
20789,Florencia,5,13.5
20790,Pasto,5,14.3
20791,Mitú,1,14.8
20792,Armenia,4,18.7
20793,Quibdó,1,4.9
20794,Neiva,5,12.3
20795,Neiva,1,19.0
20796,Ibagué,3,8.7
20797,Armenia,2,20.0
20798,Valledupar,4,6.8
20799,Popayán,4,21.7
20800,Ipiales,1,8.2
20801,Florencia,1,13.4
20802,Ibagué,4,7.7
20803,Florencia,2,24.6
20804,Quibdó,5,13.2
20805,Cartagena,2,11.9
20806,Armenia,1,20.3
20807,Mitú,4,14.1
20808,Neiva,3,17.6
20809,Florencia,4,14.5
20810,Cartagena,2,19.9
20811,Sincelejo,1,5.2
20812,Barranquilla,1,12.5
20813,Santa Marta,1,13.0
20814,Barranquilla,2,17.1
20815,Ibagué,4,9.9
20816,Bogotá,3,23.1
20817,Tunja,5,20.7
20818,Sincelejo,4,19.2
20819,Barranquilla,4,17.6
20820,Villavicencio,5,8.4
20821,Mitú,4,13.5
20822,Valledupar,5,10.3
20823,Pereira,5,20.4
20824,Pereira,1,15.9
20825,Cartagena,5,8.5
20826,Mitú,1,24.8
20827,Barranquilla,3,18.7
20828,Tunja,4,12.8
20829,Ibagué,1,15.2
20830,Riohacha,2,7.3
20831,Pasto,5,15.3
20832,Montería,3,7.8
20833,Armenia,2,15.3
20834,Ibagué,2,12.9
20835,Bogotá,1,24.6
20836,Cúcuta,1,23.6
20837,Ibagué,3,15.5
20838,Sincelejo,4,7.9
20839,Sincelejo,4,24.7
20840,Florencia,3,24.7
20841,Medellín,1,16.3
20842,Bogotá,3,9.6
20843,Manizales,4,20.7
20844,Armenia,2,8.7
20845,Manizales,5,8.6
20846,Manizales,1,18.0
20847,Santa Marta,1,21.6
20848,Ipiales,2,20.0
20849,Santa Marta,5,19.9
20850,Barranquilla,1,5.3
20851,Valledupar,2,21.2
20852,Cali,4,23.2
20853,Quibdó,4,5.4
20854,Montería,5,20.9
20855,Ipiales,4,7.5
20856,Cali,1,12.2
20857,Riohacha,2,6.9
20858,Riohacha,4,15.1
20859,Barranquilla,1,17.3
20860,Cali,2,9.2
20861,Neiva,1,7.1
20862,Armenia,4,15.9
20863,Sincelejo,1,17.9
20864,Neiva,2,18.5
20865,Cali,4,22.0
20866,Mitú,4,4.7
20867,Cúcuta,1,24.0
20868,Cartagena,2,13.0
20869,Montería,5,23.5
20870,Cúcuta,5,12.0
20871,Ipiales,4,13.1
20872,Bucaramanga,4,7.4
20873,Pereira,4,7.0
20874,Mitú,4,14.4
20875,Valledupar,4,24.5
20876,Cúcuta,1,6.0
20877,Villavicencio,5,16.7
20878,Montería,4,16.3
20879,Barranquilla,3,5.3
20880,Cúcuta,1,16.2
20881,Quibdó,3,22.1
20882,Neiva,1,9.0
20883,Neiva,2,18.2
20884,Pereira,2,18.7
20885,Mitú,1,8.7
20886,Riohacha,5,6.8
20887,Mitú,3,15.6
20888,Manizales,1,18.3
20889,Montería,5,7.2
20890,Ipiales,3,16.2
20891,Popayán,4,20.0
20892,Villavicencio,4,12.8
20893,Florencia,5,21.6
20894,Ipiales,4,21.1
20895,Tunja,3,21.7
20896,Valledupar,4,22.4
20897,Armenia,3,9.6
20898,Montería,4,16.9
20899,Barranquilla,1,18.2
20900,Sincelejo,4,20.1
20901,Pasto,1,22.5
20902,Neiva,1,13.7
20903,Barranquilla,2,10.3
20904,Santa Marta,3,22.2
20905,Montería,3,5.3
20906,Cali,1,14.2
20907,Ipiales,2,5.6
20908,Cali,2,6.0
20909,Sincelejo,2,12.3
20910,Medellín,3,13.2
20911,Bucaramanga,4,4.5
20912,Cúcuta,4,6.8
20913,Medellín,5,10.7
20914,Sincelejo,3,19.9
20915,Pereira,2,6.5
20916,Popayán,5,14.5
20917,Ipiales,5,17.1
20918,Quibdó,5,11.5
20919,Riohacha,3,10.3
20920,Montería,1,15.2
20921,Bogotá,5,13.6
20922,Montería,2,10.5
20923,Cúcuta,2,19.9
20924,Mitú,3,6.8
20925,Santa Marta,1,16.2
20926,Medellín,2,22.6
20927,Tunja,1,16.7
20928,Quibdó,2,24.6
20929,Bogotá,4,15.2
20930,Villavicencio,5,11.2
20931,Pereira,3,8.2
20932,Florencia,3,7.2
20933,Cali,3,18.0
20934,Barranquilla,5,7.0
20935,Bucaramanga,1,9.7
20936,Quibdó,2,16.1
20937,Quibdó,5,18.3
20938,Cartagena,3,20.2
20939,Armenia,2,16.5
20940,Neiva,2,6.8
20941,Ipiales,2,12.1
20942,Neiva,3,14.0
20943,Tunja,4,12.1
20944,Valledupar,2,19.9
20945,Cali,2,18.4
20946,Manizales,2,9.0
20947,Medellín,1,22.2
20948,Mitú,3,24.5
20949,Cali,5,11.7
20950,Ipiales,2,14.9
20951,Neiva,2,14.6
20952,Quibdó,1,5.7
20953,Ibagué,1,9.0
20954,Medellín,4,17.4
20955,Riohacha,4,4.5
20956,Florencia,5,14.3
20957,Armenia,1,6.2
20958,Neiva,3,6.6
20959,Cali,4,4.6
20960,Cúcuta,1,6.1
20961,Popayán,3,21.2
20962,Medellín,2,21.4
20963,Medellín,3,16.2
20964,Manizales,2,16.2
20965,Neiva,2,16.4
20966,Tunja,4,18.1
20967,Valledupar,2,5.5
20968,Neiva,5,5.7
20969,Cartagena,3,19.1
20970,Quibdó,5,24.7
20971,Ipiales,1,11.4
20972,Montería,4,18.9
20973,Bogotá,5,13.3
20974,Bucaramanga,3,17.6
20975,Cúcuta,1,7.5
20976,Pereira,5,21.9
20977,Neiva,5,24.5
20978,Cúcuta,2,17.6
20979,Quibdó,2,7.1
20980,Riohacha,2,16.4
20981,Montería,2,9.6
20982,Pereira,5,5.5
20983,Cúcuta,2,11.4
20984,Popayán,4,5.0
20985,Santa Marta,1,12.4
20986,Ibagué,4,24.7
20987,Neiva,3,20.6
20988,Bucaramanga,4,12.4
20989,Neiva,2,10.4
20990,Santa Marta,4,17.8
20991,Montería,2,13.3
20992,Bucaramanga,1,8.0
20993,Florencia,5,17.2
20994,Barranquilla,4,19.7
20995,Cúcuta,3,19.4
20996,Ibagué,4,24.9
20997,Villavicencio,5,8.0
20998,Pasto,5,19.8
20999,Sincelejo,2,11.6
21000,Bucaramanga,3,9.9
21001,Ipiales,3,20.9
21002,Sincelejo,4,22.0
21003,Manizales,5,6.2
21004,Barranquilla,3,11.9
21005,Popayán,2,9.3
21006,Armenia,4,17.0
21007,Ibagué,2,8.1
21008,Cartagena,4,9.0
21009,Mitú,4,15.0
21010,Popayán,3,5.6
21011,Villavicencio,1,15.6
21012,Barranquilla,5,6.5
21013,Popayán,2,20.1
21014,Cali,4,11.5
21015,Manizales,3,23.7
21016,Manizales,4,11.4
21017,Villavicencio,4,8.2
21018,Mitú,3,9.3
21019,Ipiales,1,20.6
21020,Cali,2,19.7
21021,Cali,2,21.8
21022,Santa Marta,4,21.0
21023,Barranquilla,3,24.3
21024,Florencia,3,4.8
21025,Barranquilla,2,19.0
21026,Pereira,4,8.9
21027,Santa Marta,2,17.9
21028,Sincelejo,5,18.1
21029,Quibdó,1,12.0
21030,Pasto,4,18.8
21031,Ipiales,4,11.3
21032,Ibagué,4,7.4
21033,Pereira,2,10.4
21034,Medellín,2,9.3
21035,Cúcuta,5,24.5
21036,Mitú,2,20.8
21037,Ibagué,1,17.3
21038,Medellín,2,6.0
21039,Valledupar,2,23.9
21040,Popayán,4,21.3
21041,Cúcuta,4,5.2
21042,Cartagena,3,6.2
21043,Medellín,5,13.2
21044,Manizales,5,14.5
21045,Popayán,5,11.7
21046,Quibdó,5,20.5
21047,Medellín,2,14.7
21048,Montería,2,10.6
21049,Mitú,1,15.2
21050,Sincelejo,3,18.5
21051,Medellín,4,9.3
21052,Sincelejo,3,13.9
21053,Armenia,4,23.0
21054,Riohacha,4,19.0
21055,Pasto,1,14.4
21056,Bucaramanga,1,19.5
21057,Cartagena,1,17.4
21058,Cali,2,5.7
21059,Valledupar,2,11.6
21060,Quibdó,2,11.4
21061,Neiva,3,11.0
21062,Cúcuta,2,19.0
21063,Medellín,4,12.8
21064,Riohacha,3,21.1
21065,Bogotá,1,11.7
21066,Valledupar,2,24.6
21067,Mitú,2,14.5
21068,Montería,1,16.8
21069,Sincelejo,2,15.5
21070,Santa Marta,2,12.3
21071,Barranquilla,1,10.4
21072,Bucaramanga,2,23.0
21073,Florencia,3,13.4
21074,Bogotá,4,8.4
21075,Medellín,4,24.2
21076,Montería,3,13.8
21077,Sincelejo,3,23.1
21078,Bogotá,5,21.3
21079,Montería,2,24.0
21080,Armenia,1,12.0
21081,Pasto,5,18.0
21082,Mitú,3,23.1
21083,Popayán,5,6.1
21084,Montería,3,8.0
21085,Popayán,1,5.0
21086,Santa Marta,2,21.2
21087,Tunja,1,22.7
21088,Florencia,2,5.6
21089,Cartagena,4,6.2
21090,Tunja,4,5.0
21091,Popayán,3,22.3
21092,Bogotá,3,16.6
21093,Cali,4,7.2
21094,Santa Marta,1,7.1
21095,Neiva,1,5.5
21096,Barranquilla,1,17.2
21097,Sincelejo,3,13.0
21098,Neiva,1,22.9
21099,Neiva,2,9.1
21100,Mitú,1,8.2
21101,Cúcuta,5,20.2
21102,Bucaramanga,1,13.8
21103,Montería,3,14.1
21104,Pasto,3,11.0
21105,Pereira,2,7.9
21106,Mitú,5,20.3
21107,Tunja,5,20.6
21108,Quibdó,2,18.3
21109,Bogotá,4,5.6
21110,Bucaramanga,1,14.5
21111,Pereira,5,14.3
21112,Sincelejo,1,19.1
21113,Pereira,2,8.0
21114,Sincelejo,4,24.7
21115,Cúcuta,3,22.8
21116,Ibagué,2,21.4
21117,Bucaramanga,5,6.8
21118,Santa Marta,2,23.0
21119,Montería,2,13.7
21120,Pereira,2,17.3
21121,Mitú,3,20.5
21122,Bogotá,2,17.3
21123,Valledupar,5,23.5
21124,Cúcuta,5,13.7
21125,Bucaramanga,4,17.7
21126,Bucaramanga,5,19.7
21127,Bucaramanga,4,12.2
21128,Bucaramanga,4,15.9
21129,Manizales,2,5.4
21130,Cali,5,8.5
21131,Cartagena,4,5.6
21132,Cartagena,1,9.1
21133,Bucaramanga,2,7.0
21134,Pasto,2,17.1
21135,Riohacha,3,17.5
21136,Montería,4,13.4
21137,Bogotá,1,22.6
21138,Bucaramanga,1,15.0
21139,Medellín,3,17.5
21140,Barranquilla,4,20.9
21141,Villavicencio,2,8.6
21142,Valledupar,4,5.0
21143,Cali,5,18.4
21144,Tunja,1,14.4
21145,Cali,3,7.6
21146,Manizales,3,12.8
21147,Armenia,2,12.1
21148,Bucaramanga,3,7.3
21149,Mitú,1,9.7
21150,Mitú,1,9.2
21151,Neiva,2,22.6
21152,Ipiales,3,15.6
21153,Sincelejo,3,11.0
21154,Florencia,2,4.9
21155,Tunja,1,21.1
21156,Pasto,3,19.6
21157,Santa Marta,4,8.9
21158,Quibdó,4,23.9
21159,Medellín,4,5.1
21160,Cúcuta,1,13.0
21161,Tunja,3,13.7
21162,Florencia,2,8.6
21163,Barranquilla,5,22.7
21164,Cúcuta,5,5.7
21165,Tunja,5,18.1
21166,Cartagena,3,8.9
21167,Armenia,1,22.3
21168,Popayán,3,13.1
21169,Bucaramanga,4,22.2
21170,Ipiales,4,11.4
21171,Tunja,5,7.3
21172,Popayán,1,7.8
21173,Medellín,5,21.9
21174,Valledupar,1,23.3
21175,Tunja,5,15.1
21176,Santa Marta,5,9.8
21177,Pasto,3,21.2
21178,Manizales,2,23.3
21179,Cúcuta,2,14.9
21180,Tunja,3,23.5
21181,Mitú,2,24.2
21182,Barranquilla,4,9.7
21183,Cúcuta,1,10.1
21184,Manizales,2,18.7
21185,Armenia,5,12.6
21186,Cartagena,3,21.9
21187,Pereira,5,18.1
21188,Ipiales,5,10.0
21189,Quibdó,3,18.4
21190,Manizales,1,24.7
21191,Popayán,4,9.9
21192,Montería,5,12.2
21193,Villavicencio,4,13.5
21194,Montería,3,7.3
21195,Medellín,5,9.6
21196,Montería,5,11.5
21197,Cartagena,2,12.8
21198,Ibagué,3,16.5
21199,Cúcuta,1,17.2
21200,Santa Marta,3,9.3
21201,Neiva,3,8.9
21202,Barranquilla,3,21.8
21203,Bucaramanga,2,16.9
21204,Cali,1,17.4
21205,Villavicencio,1,8.3
21206,Neiva,1,16.0
21207,Ipiales,4,18.0
21208,Santa Marta,1,7.1
21209,Pasto,3,13.9
21210,Ipiales,1,24.7
21211,Pasto,5,15.8
21212,Cúcuta,4,22.6
21213,Montería,1,12.2
21214,Valledupar,3,15.9
21215,Armenia,4,21.1
21216,Villavicencio,3,11.6
21217,Armenia,3,17.9
21218,Ipiales,4,4.8
21219,Ibagué,5,6.5
21220,Mitú,5,7.1
21221,Popayán,5,6.1
21222,Popayán,5,13.6
21223,Neiva,3,4.7
21224,Cartagena,3,12.3
21225,Valledupar,1,21.9
21226,Manizales,1,12.2
21227,Montería,3,8.1
21228,Sincelejo,5,21.3
21229,Santa Marta,1,16.9
21230,Neiva,3,13.5
21231,Ipiales,4,15.7
21232,Mitú,3,14.4
21233,Quibdó,4,13.2
21234,Manizales,1,15.5
21235,Pasto,2,7.8
21236,Quibdó,4,5.4
21237,Barranquilla,2,20.3
21238,Bucaramanga,3,5.2
21239,Barranquilla,4,12.8
21240,Neiva,4,13.8
21241,Popayán,1,11.4
21242,Bogotá,3,24.9
21243,Neiva,4,10.4
21244,Bogotá,4,10.0
21245,Sincelejo,2,20.9
21246,Barranquilla,5,7.9
21247,Medellín,2,7.9
21248,Manizales,4,22.7
21249,Montería,4,24.7
21250,Villavicencio,4,9.4
21251,Neiva,4,14.3
21252,Ibagué,2,10.4
21253,Quibdó,2,6.5
21254,Riohacha,2,17.8
21255,Ibagué,5,19.0
21256,Neiva,3,17.8
21257,Manizales,3,21.5
21258,Riohacha,4,19.2
21259,Mitú,4,14.1
21260,Neiva,1,15.1
21261,Cartagena,1,20.6
21262,Tunja,4,12.9
21263,Pasto,1,5.9
21264,Florencia,2,17.6
21265,Manizales,5,11.0
21266,Neiva,2,22.3
21267,Florencia,2,6.7
21268,Mitú,5,7.7
21269,Villavicencio,1,13.1
21270,Bogotá,1,16.6
21271,Pasto,1,7.2
21272,Ipiales,1,6.6
21273,Pereira,3,6.9
21274,Cúcuta,3,23.0
21275,Neiva,4,18.1
21276,Santa Marta,4,8.0
21277,Quibdó,2,9.5
21278,Ipiales,1,14.5
21279,Cali,4,9.6
21280,Pasto,2,20.0
21281,Montería,5,15.9
21282,Cartagena,5,15.1
21283,Bogotá,4,17.6
21284,Cali,2,20.6
21285,Cartagena,3,9.7
21286,Florencia,3,9.0
21287,Sincelejo,5,15.4
21288,Valledupar,4,24.9
21289,Pereira,2,24.4
21290,Mitú,1,4.8
21291,Neiva,1,24.0
21292,Ibagué,2,8.8
21293,Popayán,5,11.9
21294,Pereira,2,11.1
21295,Villavicencio,3,19.0
21296,Pereira,2,11.8
21297,Bucaramanga,3,13.1
21298,Barranquilla,4,12.1
21299,Neiva,4,6.6
21300,Cúcuta,2,13.8
21301,Cúcuta,4,21.1
21302,Santa Marta,1,21.7
21303,Ipiales,1,10.3
21304,Montería,3,15.9
21305,Armenia,4,8.8
21306,Sincelejo,1,20.1
21307,Cúcuta,2,16.9
21308,Ipiales,3,6.6
21309,Santa Marta,4,22.4
21310,Ibagué,1,6.2
21311,Sincelejo,2,19.7
21312,Bogotá,5,16.7
21313,Villavicencio,5,14.3
21314,Cali,4,10.2
21315,Manizales,3,13.1
21316,Cartagena,3,7.3
21317,Barranquilla,4,13.8
21318,Neiva,5,8.1
21319,Santa Marta,4,22.9
21320,Armenia,5,6.3
21321,Popayán,3,13.0
21322,Ipiales,5,18.6
21323,Barranquilla,3,7.9
21324,Florencia,4,13.7
21325,Neiva,1,17.0
21326,Bogotá,1,5.1
21327,Florencia,3,8.3
21328,Cali,1,23.2
21329,Pasto,5,17.4
21330,Armenia,4,16.0
21331,Bogotá,1,17.2
21332,Cartagena,4,15.9
21333,Neiva,4,8.1
21334,Pasto,4,10.2
21335,Ipiales,4,23.7
21336,Ipiales,5,19.9
21337,Riohacha,2,20.3
21338,Riohacha,4,11.4
21339,Pereira,5,21.7
21340,Pasto,1,16.4
21341,Cúcuta,1,21.8
21342,Armenia,1,18.7
21343,Popayán,4,11.0
21344,Florencia,1,18.5
21345,Mitú,3,21.4
21346,Ibagué,5,6.5
21347,Quibdó,1,23.9
21348,Sincelejo,3,17.8
21349,Manizales,5,21.6
21350,Montería,5,12.3
21351,Mitú,2,4.6
21352,Manizales,2,23.5
21353,Florencia,4,22.8
21354,Neiva,1,12.3
21355,Bucaramanga,5,8.0
21356,Mitú,2,11.4
21357,Bogotá,2,21.4
21358,Bucaramanga,3,11.6
21359,Valledupar,4,10.3
21360,Cartagena,2,7.1
21361,Ipiales,5,6.3
21362,Bucaramanga,1,14.6
21363,Tunja,3,11.9
21364,Medellín,3,23.1
21365,Pasto,3,20.8
21366,Pasto,2,8.3
21367,Villavicencio,5,5.5
21368,Ipiales,3,6.8
21369,Manizales,2,15.4
21370,Manizales,5,9.1
21371,Pereira,5,5.4
21372,Manizales,5,14.0
21373,Valledupar,1,20.1
21374,Pasto,1,23.3
21375,Popayán,4,20.5
21376,Ipiales,4,13.2
21377,Villavicencio,2,11.9
21378,Armenia,5,19.1
21379,Medellín,3,12.0
21380,Quibdó,2,18.7
21381,Medellín,4,6.8
21382,Cali,5,5.1
21383,Ipiales,2,24.1
21384,Cúcuta,1,14.8
21385,Neiva,3,20.9
21386,Tunja,1,5.7
21387,Santa Marta,1,8.1
21388,Florencia,3,13.9
21389,Popayán,2,21.8
21390,Mitú,2,16.7
21391,Neiva,4,23.4
21392,Manizales,3,21.1
21393,Pasto,5,18.3
21394,Tunja,4,11.0
21395,Cali,1,11.8
21396,Cartagena,4,15.4
21397,Cartagena,5,8.6
21398,Medellín,5,17.2
21399,Pasto,2,21.3
21400,Ipiales,4,13.9
21401,Bogotá,2,9.2
21402,Tunja,5,11.3
21403,Armenia,2,17.5
21404,Pereira,4,8.5
21405,Mitú,3,7.4
21406,Ibagué,1,24.7
21407,Santa Marta,4,11.3
21408,Santa Marta,1,23.8
21409,Cúcuta,3,9.2
21410,Mitú,4,15.0
21411,Santa Marta,2,22.1
21412,Mitú,5,8.0
21413,Barranquilla,4,17.0
21414,Villavicencio,3,13.5
21415,Tunja,3,20.6
21416,Mitú,4,22.6
21417,Montería,2,23.5
21418,Cali,2,6.0
21419,Armenia,3,12.9
21420,Mitú,2,22.4
21421,Montería,4,11.5
21422,Popayán,5,14.6
21423,Barranquilla,5,24.1
21424,Ipiales,2,14.7
21425,Cartagena,3,13.9
21426,Medellín,2,17.0
21427,Bogotá,4,23.5
21428,Neiva,2,6.3
21429,Villavicencio,4,6.4
21430,Santa Marta,3,11.9
21431,Neiva,2,6.5
21432,Manizales,3,6.1
21433,Cartagena,3,5.6
21434,Villavicencio,5,4.9
21435,Armenia,5,19.1
21436,Florencia,1,22.1
21437,Ibagué,2,14.3
21438,Medellín,4,9.4
21439,Cali,1,17.9
21440,Florencia,2,18.7
21441,Villavicencio,5,17.2
21442,Armenia,1,21.7
21443,Popayán,1,22.7
21444,Quibdó,4,5.3
21445,Ipiales,1,20.3
21446,Mitú,3,9.6
21447,Cúcuta,4,10.7
21448,Sincelejo,3,17.8
21449,Pasto,2,21.0
21450,Ibagué,5,17.3
21451,Cali,1,15.2
21452,Pereira,2,16.3
21453,Ipiales,5,7.5
21454,Pasto,3,15.0
21455,Bucaramanga,3,22.7
21456,Pasto,1,15.5
21457,Cúcuta,1,20.3
21458,Bogotá,5,11.1
21459,Barranquilla,3,24.8
21460,Florencia,2,24.7
21461,Cartagena,5,9.4
21462,Tunja,5,13.4
21463,Montería,5,21.9
21464,Cúcuta,2,16.5
21465,Santa Marta,3,11.9
21466,Popayán,4,7.5
21467,Valledupar,1,20.9
21468,Ipiales,1,24.4
21469,Villavicencio,2,24.6
21470,Medellín,5,13.7
21471,Barranquilla,2,6.1
21472,Bucaramanga,5,10.2
21473,Bogotá,3,23.8
21474,Pasto,1,23.0
21475,Valledupar,1,10.3
21476,Bucaramanga,4,21.7
21477,Bogotá,1,6.7
21478,Ibagué,3,7.9
21479,Neiva,4,23.0
21480,Montería,1,13.5
21481,Pereira,1,7.2
21482,Medellín,4,8.0
21483,Villavicencio,1,12.6
21484,Sincelejo,4,23.4
21485,Armenia,4,6.0
21486,Villavicencio,4,22.0
21487,Montería,4,7.9
21488,Medellín,3,6.8
21489,Ibagué,2,22.2
21490,Mitú,3,6.2
21491,Bogotá,1,21.3
21492,Ibagué,2,10.1
21493,Barranquilla,4,18.0
21494,Mitú,3,24.6
21495,Neiva,4,11.2
21496,Florencia,5,12.5
21497,Valledupar,3,23.5
21498,Pasto,1,21.0
21499,Barranquilla,2,18.3
21500,Manizales,3,12.8
21501,Mitú,1,19.9
21502,Armenia,4,21.9
21503,Montería,5,22.7
21504,Armenia,3,6.2
21505,Neiva,1,5.9
21506,Villavicencio,3,23.3
21507,Villavicencio,1,7.6
21508,Pereira,3,17.0
21509,Medellín,5,21.5
21510,Ipiales,3,20.2
21511,Pereira,2,19.7
21512,Popayán,1,10.5
21513,Bogotá,2,19.9
21514,Bucaramanga,5,18.0
21515,Riohacha,4,7.4
21516,Armenia,2,24.7
21517,Villavicencio,1,23.1
21518,Popayán,5,10.0
21519,Florencia,2,22.1
21520,Valledupar,2,24.6
21521,Riohacha,4,23.2
21522,Manizales,4,10.4
21523,Santa Marta,5,22.6
21524,Montería,4,24.5
21525,Santa Marta,4,8.5
21526,Quibdó,5,23.1
21527,Villavicencio,2,8.2
21528,Villavicencio,3,12.9
21529,Bucaramanga,5,11.6
21530,Tunja,2,6.5
21531,Florencia,2,24.5
21532,Pereira,5,17.4
21533,Bogotá,5,18.3
21534,Sincelejo,3,18.7
21535,Sincelejo,5,16.7
21536,Mitú,5,21.1
21537,Bogotá,3,7.0
21538,Bogotá,3,8.7
21539,Valledupar,2,19.4
21540,Quibdó,2,24.6
21541,Manizales,2,7.3
21542,Popayán,2,5.2
21543,Quibdó,4,17.6
21544,Armenia,1,9.8
21545,Popayán,5,15.8
21546,Villavicencio,4,11.9
21547,Medellín,2,9.2
21548,Riohacha,1,24.2
21549,Armenia,5,16.8
21550,Ibagué,2,20.6
21551,Valledupar,3,5.7
21552,Pasto,3,22.2
21553,Montería,2,22.4
21554,Ipiales,2,23.6
21555,Ipiales,5,24.5
21556,Cali,2,24.0
21557,Riohacha,2,13.7
21558,Cartagena,5,8.7
21559,Cartagena,4,13.6
21560,Bogotá,3,22.6
21561,Villavicencio,1,14.9
21562,Manizales,3,5.1
21563,Armenia,3,12.6
21564,Ipiales,2,23.6
21565,Barranquilla,1,7.7
21566,Armenia,2,5.9
21567,Mitú,2,16.4
21568,Tunja,2,15.4
21569,Quibdó,2,14.0
21570,Quibdó,3,9.7
21571,Valledupar,5,17.1
21572,Barranquilla,5,10.9
