vehiculo,ruta,costo
V35,R95,472
V35,R96,429
V35,R97,427
V35,R98,371
V35,R99,580
V35,R100,487
V36,R1,472
V36,R2,287
V36,R3,369
V36,R4,371
V36,R5,470
V36,R6,322
V36,R7,413
V36,R8,539
V36,R9,293
V36,R10,516
V36,R11,580
V36,R12,519
V36,R13,260
V36,R14,304
V36,R15,493
V36,R16,327
V36,R17,261
V36,R18,260
V36,R19,499
V36,R20,367
V36,R21,310
V36,R22,495
V36,R23,381
V36,R24,438
V36,R25,457
V36,R26,354
V36,R27,377
V36,R28,550
V36,R29,384
V36,R30,310
V36,R31,260
V36,R32,346
V36,R33,541
V36,R34,580
V36,R35,512
V36,R36,580
V36,R37,580
V36,R38,499
V36,R39,326
V36,R40,325
V36,R41,495
V36,R42,320
V36,R43,358
V36,R44,262
V36,R45,481
V36,R46,560
V36,R47,521
V36,R48,285
V36,R49,448
V36,R50,317
V36,R51,347
V36,R52,374
V36,R53,403
V36,R54,509
V36,R55,425
V36,R56,266
V36,R57,397
V36,R58,504
V36,R59,482
V36,R60,506
V36,R61,437
V36,R62,500
V36,R63,496
V36,R64,262
V36,R65,336
V36,R66,528
V36,R67,388
V36,R68,553
V36,R69,400
V36,R70,429
V36,R71,281
V36,R72,277
V36,R73,580
V36,R74,483
V36,R75,288
V36,R76,577
V36,R77,263
V36,R78,380
V36,R79,427
V36,R80,312
V36,R81,422
V36,R82,304
V36,R83,359
V36,R84,404
V36,R85,536
V36,R86,396
V36,R87,422
V36,R88,392
V36,R89,456
V36,R90,580
V36,R91,359
V36,R92,500
V36,R93,339
V36,R94,580
V36,R95,309
V36,R96,516
V36,R97,270
V36,R98,454
V36,R99,532
V36,R100,437
V37,R1,330
V37,R2,323
V37,R3,483
V37,R4,482
V37,R5,404
V37,R6,323
V37,R7,479
V37,R8,561
V37,R9,393
V37,R10,494
V37,R11,501
V37,R12,472
V37,R13,396
V37,R14,458
V37,R15,470
V37,R16,361
V37,R17,339
V37,R18,374
V37,R19,335
V37,R20,335
V37,R21,445
V37,R22,347
V37,R23,470
V37,R24,476
V37,R25,331
V37,R26,527
V37,R27,467
V37,R28,279
V37,R29,347
V37,R30,482
V37,R31,353
V37,R32,432
V37,R33,306
V37,R34,522
V37,R35,331
V37,R36,336
V37,R37,397
V37,R38,464
V37,R39,487
V37,R40,455
V37,R41,439
V37,R42,556
V37,R43,580
V37,R44,539
V37,R45,404
V37,R46,580
V37,R47,355
V37,R48,439
V37,R49,265
V37,R50,260
V37,R51,344
V37,R52,539
V37,R53,471
V37,R54,268
V37,R55,260
V37,R56,507
V37,R57,336
V37,R58,542
V37,R59,542
V37,R60,499
V37,R61,305
V37,R62,260
V37,R63,288
V37,R64,366
V37,R65,318
V37,R66,368
V37,R67,433
V37,R68,577
V37,R69,317
V37,R70,277
V37,R71,492
V37,R72,512
V37,R73,330
V37,R74,530
V37,R75,551
V37,R76,569
V37,R77,318
V37,R78,383
V37,R79,532
V37,R80,388
V37,R81,580
V37,R82,473
V37,R83,580
V37,R84,457
V37,R85,336
V37,R86,518
V37,R87,580
V37,R88,385
V37,R89,368
V37,R90,562
V37,R91,555
V37,R92,333
V37,R93,566
V37,R94,512
V37,R95,491
V37,R96,260
V37,R97,580
V37,R98,298
V37,R99,515
V37,R100,378
V38,R1,405
V38,R2,449
V38,R3,394
V38,R4,570
V38,R5,274
V38,R6,326
V38,R7,496
V38,R8,580
V38,R9,442
V38,R10,394
V38,R11,553
V38,R12,345
V38,R13,379
V38,R14,449
V38,R15,508
V38,R16,367
V38,R17,387
V38,R18,384
V38,R19,429
V38,R20,556
V38,R21,328
V38,R22,350
V38,R23,575
V38,R24,520
V38,R25,409
V38,R26,348
V38,R27,481
V38,R28,491
V38,R29,350
V38,R30,482
V38,R31,458
V38,R32,542
V38,R33,580
V38,R34,275
V38,R35,261
V38,R36,434
V38,R37,561
V38,R38,263
V38,R39,385
V38,R40,470
V38,R41,382
V38,R42,306
V38,R43,332
V38,R44,579
V38,R45,477
V38,R46,580
V38,R47,469
V38,R48,360
V38,R49,318
V38,R50,355
V38,R51,370
V38,R52,348
V38,R53,554
V38,R54,456
V38,R55,311
V38,R56,505
V38,R57,338
V38,R58,568
V38,R59,464
V38,R60,572
V38,R61,293
V38,R62,260
V38,R63,459
V38,R64,441
V38,R65,313
V38,R66,543
V38,R67,313
V38,R68,288
V38,R69,289
V38,R70,447
V38,R71,573
V38,R72,424
V38,R73,450
V38,R74,514
V38,R75,480
V38,R76,326
V38,R77,328
V38,R78,360
V38,R79,349
V38,R80,280
V38,R81,488
V38,R82,540
V38,R83,264
V38,R84,472
V38,R85,346
V38,R86,409
V38,R87,395
V38,R88,416
V38,R89,454
V38,R90,352
V38,R91,580
V38,R92,546
V38,R93,304
V38,R94,495
V38,R95,517
V38,R96,416
V38,R97,544
V38,R98,401
V38,R99,507
V38,R100,528
V39,R1,481
V39,R2,543
V39,R3,546
V39,R4,406
V39,R5,460
V39,R6,553
V39,R7,451
V39,R8,294
V39,R9,540
V39,R10,484
V39,R11,427
V39,R12,398
V39,R13,425
V39,R14,335
V39,R15,276
V39,R16,555
V39,R17,284
V39,R18,399
V39,R19,260
V39,R20,276
V39,R21,501
V39,R22,352
V39,R23,328
V39,R24,483
V39,R25,426
V39,R26,414
V39,R27,260
V39,R28,518
V39,R29,544
V39,R30,268
V39,R31,305
V39,R32,386
V39,R33,298
V39,R34,376
V39,R35,306
V39,R36,580
V39,R37,487
V39,R38,580
V39,R39,465
V39,R40,358
V39,R41,335
V39,R42,260
V39,R43,367
V39,R44,330
V39,R45,310
V39,R46,284
V39,R47,395
V39,R48,260
V39,R49,494
V39,R50,442
V39,R51,349
V39,R52,547
V39,R53,311
V39,R54,411
V39,R55,425
V39,R56,456
V39,R57,411
V39,R58,392
V39,R59,380
V39,R60,500
V39,R61,461
V39,R62,346
V39,R63,353
V39,R64,282
V39,R65,547
V39,R66,420
V39,R67,376
V39,R68,470
V39,R69,261
V39,R70,307
V39,R71,466
V39,R72,350
V39,R73,488
V39,R74,353
V39,R75,260
V39,R76,417
V39,R77,495
V39,R78,414
V39,R79,445
V39,R80,372
V39,R81,334
V39,R82,572
V39,R83,270
V39,R84,472
V39,R85,337
V39,R86,329
V39,R87,494
V39,R88,260
V39,R89,475
V39,R90,441
V39,R91,350
V39,R92,490
V39,R93,333
V39,R94,532
V39,R95,498
V39,R96,449
V39,R97,289
V39,R98,565
V39,R99,402
V39,R100,488
V40,R1,314
V40,R2,430
V40,R3,547
V40,R4,303
V40,R5,337
V40,R6,283
V40,R7,283
V40,R8,580
V40,R9,502
V40,R10,451
V40,R11,296
V40,R12,470
V40,R13,331
V40,R14,445
V40,R15,464
V40,R16,540
V40,R17,488
V40,R18,480
V40,R19,300
V40,R20,530
V40,R21,342
V40,R22,508
V40,R23,475
V40,R24,572
V40,R25,508
V40,R26,260
V40,R27,337
V40,R28,313
V40,R29,260
V40,R30,423
V40,R31,318
V40,R32,312
V40,R33,390
V40,R34,281
V40,R35,444
V40,R36,427
V40,R37,483
V40,R38,464
V40,R39,546
V40,R40,541
V40,R41,543
V40,R42,484
V40,R43,400
V40,R44,563
V40,R45,418
V40,R46,342
V40,R47,546
V40,R48,434
V40,R49,315
V40,R50,427
V40,R51,371
V40,R52,467
V40,R53,355
V40,R54,558
V40,R55,471
V40,R56,514
V40,R57,288
V40,R58,527
V40,R59,260
V40,R60,417
V40,R61,268
V40,R62,551
V40,R63,345
V40,R64,571
V40,R65,326
V40,R66,409
V40,R67,441
V40,R68,538
V40,R69,382
V40,R70,371
V40,R71,353
V40,R72,398
V40,R73,354
V40,R74,497
V40,R75,483
V40,R76,495
V40,R77,314
V40,R78,343
V40,R79,380
V40,R80,395
V40,R81,307
V40,R82,391
V40,R83,419
V40,R84,484
V40,R85,448
V40,R86,495
V40,R87,459
V40,R88,490
V40,R89,353
V40,R90,530
V40,R91,478
V40,R92,301
V40,R93,421
V40,R94,267
V40,R95,260
V40,R96,370
V40,R97,499
V40,R98,292
V40,R99,504
V40,R100,430
V41,R1,386
V41,R2,413
V41,R3,336
V41,R4,409
V41,R5,423
V41,R6,264
V41,R7,495
V41,R8,267
V41,R9,464
V41,R10,491
V41,R11,436
V41,R12,373
V41,R13,534
V41,R14,453
V41,R15,471
V41,R16,386
V41,R17,313
V41,R18,425
V41,R19,565
V41,R20,561
V41,R21,580
V41,R22,449
V41,R23,538
V41,R24,493
V41,R25,405
V41,R26,388
V41,R27,463
V41,R28,455
V41,R29,260
V41,R30,337
V41,R31,580
V41,R32,492
V41,R33,534
V41,R34,438
V41,R35,260
V41,R36,414
V41,R37,538
V41,R38,511
V41,R39,553
V41,R40,505
V41,R41,516
V41,R42,471
V41,R43,299
V41,R44,479
V41,R45,561
V41,R46,367
V41,R47,310
V41,R48,553
V41,R49,272
V41,R50,449
V41,R51,348
V41,R52,494
V41,R53,271
V41,R54,381
V41,R55,511
V41,R56,411
V41,R57,308
V41,R58,345
V41,R59,574
V41,R60,545
V41,R61,347
V41,R62,331
V41,R63,459
V41,R64,496
V41,R65,463
V41,R66,260
V41,R67,565
V41,R68,561
V41,R69,506
V41,R70,271
V41,R71,345
V41,R72,527
V41,R73,298
V41,R74,344
V41,R75,311
V41,R76,368
V41,R77,304
V41,R78,376
V41,R79,570
V41,R80,365
V41,R81,404
V41,R82,298
V41,R83,345
V41,R84,279
V41,R85,462
V41,R86,567
V41,R87,340
V41,R88,260
V41,R89,336
V41,R90,505
V41,R91,387
V41,R92,463
V41,R93,499
V41,R94,354
V41,R95,439
V41,R96,400
V41,R97,393
V41,R98,410
V41,R99,567
V41,R100,445
V42,R1,506
V42,R2,353
V42,R3,419
V42,R4,463
V42,R5,485
V42,R6,345
V42,R7,344
V42,R8,410
V42,R9,437
V42,R10,580
V42,R11,279
V42,R12,351
V42,R13,518
V42,R14,363
V42,R15,509
V42,R16,381
V42,R17,362
V42,R18,422
V42,R19,260
V42,R20,290
V42,R21,351
V42,R22,466
V42,R23,454
V42,R24,518
V42,R25,304
V42,R26,293
V42,R27,482
V42,R28,349
V42,R29,404
V42,R30,355
V42,R31,307
V42,R32,260
V42,R33,369
V42,R34,365
V42,R35,496
V42,R36,318
V42,R37,574
V42,R38,470
V42,R39,271
V42,R40,337
V42,R41,359
V42,R42,382
V42,R43,417
V42,R44,570
V42,R45,533
V42,R46,534
V42,R47,462
V42,R48,471
V42,R49,318
V42,R50,347
V42,R51,432
V42,R52,482
V42,R53,362
V42,R54,410
V42,R55,499
V42,R56,266
V42,R57,494
V42,R58,580
V42,R59,418
V42,R60,321
V42,R61,486
V42,R62,467
V42,R63,473
V42,R64,365
V42,R65,521
V42,R66,521
V42,R67,471
V42,R68,406
V42,R69,332
V42,R70,273
V42,R71,361
V42,R72,565
V42,R73,454
V42,R74,353
V42,R75,485
V42,R76,574
V42,R77,313
V42,R78,316
V42,R79,580
V42,R80,339
V42,R81,309
V42,R82,542
V42,R83,430
V42,R84,416
V42,R85,418
V42,R86,487
V42,R87,511
V42,R88,441
V42,R89,345
V42,R90,338
V42,R91,504
V42,R92,465
V42,R93,479
V42,R94,261
V42,R95,309
V42,R96,514
V42,R97,474
V42,R98,580
V42,R99,372
V42,R100,296
V43,R1,522
V43,R2,446
V43,R3,342
V43,R4,435
V43,R5,287
V43,R6,354
V43,R7,565
V43,R8,528
V43,R9,533
V43,R10,450
V43,R11,316
V43,R12,276
V43,R13,559
V43,R14,323
V43,R15,379
V43,R16,335
V43,R17,514
V43,R18,262
V43,R19,410
V43,R20,568
V43,R21,493
V43,R22,382
V43,R23,489
V43,R24,363
V43,R25,281
V43,R26,506
V43,R27,489
V43,R28,430
V43,R29,364
V43,R30,331
V43,R31,324
V43,R32,429
V43,R33,354
V43,R34,356
V43,R35,403
V43,R36,398
V43,R37,291
V43,R38,313
V43,R39,427
V43,R40,449
V43,R41,515
V43,R42,353
V43,R43,283
V43,R44,450
V43,R45,580
V43,R46,260
V43,R47,364
V43,R48,453
V43,R49,403
V43,R50,263
V43,R51,394
V43,R52,466
V43,R53,274
V43,R54,366
V43,R55,548
V43,R56,518
V43,R57,478
V43,R58,487
V43,R59,438
V43,R60,348
V43,R61,313
V43,R62,260
V43,R63,391
V43,R64,345
V43,R65,357
V43,R66,580
V43,R67,505
V43,R68,408
V43,R69,331
V43,R70,400
V43,R71,296
V43,R72,506
V43,R73,355
V43,R74,455
V43,R75,555
V43,R76,433
V43,R77,266
V43,R78,424
V43,R79,580
V43,R80,568
V43,R81,443
V43,R82,367
V43,R83,313
V43,R84,544
V43,R85,580
V43,R86,442
V43,R87,338
V43,R88,580
V43,R89,460
V43,R90,405
V43,R91,260
V43,R92,361
V43,R93,260
V43,R94,433
V43,R95,526
V43,R96,448
V43,R97,391
V43,R98,326
V43,R99,465
V43,R100,382
V44,R1,432
V44,R2,488
V44,R3,462
V44,R4,433
V44,R5,406
V44,R6,394
V44,R7,336
V44,R8,538
V44,R9,504
V44,R10,580
V44,R11,331
V44,R12,517
V44,R13,337
V44,R14,403
V44,R15,403
V44,R16,489
V44,R17,338
V44,R18,399
V44,R19,260
V44,R20,347
V44,R21,260
V44,R22,434
V44,R23,329
V44,R24,401
V44,R25,562
V44,R26,263
V44,R27,573
V44,R28,307
V44,R29,362
V44,R30,520
V44,R31,471
V44,R32,532
V44,R33,400
V44,R34,310
V44,R35,337
V44,R36,405
V44,R37,441
V44,R38,580
V44,R39,435
V44,R40,359
V44,R41,425
V44,R42,454
V44,R43,520
V44,R44,368
V44,R45,514
V44,R46,569
V44,R47,531
V44,R48,416
V44,R49,329
V44,R50,531
V44,R51,380
V44,R52,522
V44,R53,318
V44,R54,303
V44,R55,494
V44,R56,473
V44,R57,417
V44,R58,422
V44,R59,311
V44,R60,493
V44,R61,260
V44,R62,278
V44,R63,260
V44,R64,492
V44,R65,299
V44,R66,529
V44,R67,428
V44,R68,580
V44,R69,580
V44,R70,322
V44,R71,450
V44,R72,489
V44,R73,518
V44,R74,360
V44,R75,490
V44,R76,305
V44,R77,580
V44,R78,274
V44,R79,313
V44,R80,433
V44,R81,379
V44,R82,374
V44,R83,469
V44,R84,536
V44,R85,394
V44,R86,473
V44,R87,296
V44,R88,384
V44,R89,268
V44,R90,478
V44,R91,262
V44,R92,372
V44,R93,472
V44,R94,498
V44,R95,471
V44,R96,351
V44,R97,469
V44,R98,359
V44,R99,301
V44,R100,454
V45,R1,430
V45,R2,391
V45,R3,485
V45,R4,334
V45,R5,354
V45,R6,380
V45,R7,358
V45,R8,314
V45,R9,424
V45,R10,512
V45,R11,348
V45,R12,556
V45,R13,536
V45,R14,301
V45,R15,477
V45,R16,521
V45,R17,299
V45,R18,320
V45,R19,530
V45,R20,368
V45,R21,372
V45,R22,292
V45,R23,384
V45,R24,448
V45,R25,375
V45,R26,315
V45,R27,540
V45,R28,461
V45,R29,266
V45,R30,407
V45,R31,314
V45,R32,475
V45,R33,369
V45,R34,429
V45,R35,504
V45,R36,331
V45,R37,461
V45,R38,319
V45,R39,470
V45,R40,281
V45,R41,373
V45,R42,260
V45,R43,516
V45,R44,300
V45,R45,460
V45,R46,497
V45,R47,329
V45,R48,580
V45,R49,300
V45,R50,442
V45,R51,488
V45,R52,449
V45,R53,405
V45,R54,268
V45,R55,339
V45,R56,549
V45,R57,309
V45,R58,514
V45,R59,443
V45,R60,515
V45,R61,407
V45,R62,266
V45,R63,330
V45,R64,517
V45,R65,299
V45,R66,454
V45,R67,429
V45,R68,465
V45,R69,475
V45,R70,403
V45,R71,566
V45,R72,354
V45,R73,260
V45,R74,511
V45,R75,531
V45,R76,489
V45,R77,410
V45,R78,544
V45,R79,398
V45,R80,503
V45,R81,378
V45,R82,549
V45,R83,432
V45,R84,580
V45,R85,503
V45,R86,580
V45,R87,378
V45,R88,338
V45,R89,406
V45,R90,340
V45,R91,350
V45,R92,443
V45,R93,403
V45,R94,458
V45,R95,494
V45,R96,545
V45,R97,580
V45,R98,481
V45,R99,580
V45,R100,328
V46,R1,260
V46,R2,430
V46,R3,433
V46,R4,307
V46,R5,571
V46,R6,442
V46,R7,508
V46,R8,276
V46,R9,574
V46,R10,350
V46,R11,409
V46,R12,491
V46,R13,448
V46,R14,477
V46,R15,343
V46,R16,469
V46,R17,328
V46,R18,424
V46,R19,580
V46,R20,545
V46,R21,532
V46,R22,294
V46,R23,425
V46,R24,522
V46,R25,326
V46,R26,395
V46,R27,418
V46,R28,517
V46,R29,466
V46,R30,353
V46,R31,459
V46,R32,437
V46,R33,562
V46,R34,500
V46,R35,436
V46,R36,519
V46,R37,441
V46,R38,580
V46,R39,335
V46,R40,502
V46,R41,407
V46,R42,300
V46,R43,442
V46,R44,394
V46,R45,367
V46,R46,522
V46,R47,319
V46,R48,425
V46,R49,443
V46,R50,401
V46,R51,537
V46,R52,328
V46,R53,331
V46,R54,430
V46,R55,389
V46,R56,295
V46,R57,388
V46,R58,580
V46,R59,474
V46,R60,357
V46,R61,356
V46,R62,491
V46,R63,458
V46,R64,305
V46,R65,482
V46,R66,528
V46,R67,439
V46,R68,368
V46,R69,403
V46,R70,513
V46,R71,376
V46,R72,407
V46,R73,404
V46,R74,263
V46,R75,401
V46,R76,363
V46,R77,500
V46,R78,502
V46,R79,550
V46,R80,496
V46,R81,531
V46,R82,454
V46,R83,303
V46,R84,311
V46,R85,377
V46,R86,260
V46,R87,331
V46,R88,389
V46,R89,309
V46,R90,513
V46,R91,313
V46,R92,544
V46,R93,396
V46,R94,470
V46,R95,264
V46,R96,340
V46,R97,522
V46,R98,286
V46,R99,524
V46,R100,358
V47,R1,301
V47,R2,336
V47,R3,444
V47,R4,459
V47,R5,512
V47,R6,398
V47,R7,471
V47,R8,533
V47,R9,384
V47,R10,264
V47,R11,580
V47,R12,530
V47,R13,405
V47,R14,538
V47,R15,416
V47,R16,365
V47,R17,513
V47,R18,350
V47,R19,333
V47,R20,469
V47,R21,282
V47,R22,362
V47,R23,457
V47,R24,368
V47,R25,356
V47,R26,260
V47,R27,452
V47,R28,333
V47,R29,566
V47,R30,274
V47,R31,578
V47,R32,385
V47,R33,395
V47,R34,509
V47,R35,394
V47,R36,461
V47,R37,447
V47,R38,572
V47,R39,511
V47,R40,443
V47,R41,336
V47,R42,288
V47,R43,300
V47,R44,459
V47,R45,520
V47,R46,446
V47,R47,391
V47,R48,346
V47,R49,446
V47,R50,468
V47,R51,467
V47,R52,519
V47,R53,358
V47,R54,424
V47,R55,436
V47,R56,260
V47,R57,304
V47,R58,260
V47,R59,556
V47,R60,565
V47,R61,390
V47,R62,456
V47,R63,522
V47,R64,409
V47,R65,506
V47,R66,409
V47,R67,343
V47,R68,466
V47,R69,411
V47,R70,549
V47,R71,389
V47,R72,324
V47,R73,364
V47,R74,413
V47,R75,316
V47,R76,575
V47,R77,397
V47,R78,580
V47,R79,375
V47,R80,395
V47,R81,370
V47,R82,357
V47,R83,547
V47,R84,298
V47,R85,289
V47,R86,326
V47,R87,360
V47,R88,407
V47,R89,324
V47,R90,449
V47,R91,353
V47,R92,309
V47,R93,421
V47,R94,569
V47,R95,458
V47,R96,306
V47,R97,286
V47,R98,281
V47,R99,345
V47,R100,580
V48,R1,261
V48,R2,442
V48,R3,501
V48,R4,431
V48,R5,334
V48,R6,540
V48,R7,580
V48,R8,332
V48,R9,284
V48,R10,412
V48,R11,422
V48,R12,557
V48,R13,551
V48,R14,275
V48,R15,383
V48,R16,260
V48,R17,455
V48,R18,260
V48,R19,409
V48,R20,494
V48,R21,491
V48,R22,306
V48,R23,356
V48,R24,320
V48,R25,295
V48,R26,384
V48,R27,314
V48,R28,561
V48,R29,368
V48,R30,391
V48,R31,416
V48,R32,442
V48,R33,522
V48,R34,422
V48,R35,567
V48,R36,561
V48,R37,511
V48,R38,540
V48,R39,274
V48,R40,483
V48,R41,519
V48,R42,573
V48,R43,538
V48,R44,260
V48,R45,524
V48,R46,336
V48,R47,447
V48,R48,498
V48,R49,557
V48,R50,404
V48,R51,351
V48,R52,302
V48,R53,347
V48,R54,313
V48,R55,579
V48,R56,520
V48,R57,566
V48,R58,522
V48,R59,272
V48,R60,293
V48,R61,312
V48,R62,463
V48,R63,515
V48,R64,311
V48,R65,442
V48,R66,318
V48,R67,555
V48,R68,507
V48,R69,401
V48,R70,260
V48,R71,543
V48,R72,260
V48,R73,554
V48,R74,353
V48,R75,422
V48,R76,287
V48,R77,271
V48,R78,348
V48,R79,366
V48,R80,398
V48,R81,580
V48,R82,478
V48,R83,305
V48,R84,385
V48,R85,260
V48,R86,327
V48,R87,463
V48,R88,341
V48,R89,410
V48,R90,260
V48,R91,287
V48,R92,477
V48,R93,580
V48,R94,314
V48,R95,472
V48,R96,350
V48,R97,517
V48,R98,433
V48,R99,406
V48,R100,447
V49,R1,551
V49,R2,542
V49,R3,447
V49,R4,533
V49,R5,396
V49,R6,404
V49,R7,388
V49,R8,287
V49,R9,309
V49,R10,402
V49,R11,413
V49,R12,452
V49,R13,380
V49,R14,278
V49,R15,535
V49,R16,260
V49,R17,507
V49,R18,546
V49,R19,324
V49,R20,319
V49,R21,305
V49,R22,495
V49,R23,414
V49,R24,479
V49,R25,304
V49,R26,310
V49,R27,572
V49,R28,316
V49,R29,358
V49,R30,514
V49,R31,378
V49,R32,406
V49,R33,519
V49,R34,567
V49,R35,360
V49,R36,281
V49,R37,511
V49,R38,505
V49,R39,471
V49,R40,261
V49,R41,325
V49,R42,492
V49,R43,310
V49,R44,381
V49,R45,431
V49,R46,356
V49,R47,471
V49,R48,388
V49,R49,525
V49,R50,395
V49,R51,385
V49,R52,533
V49,R53,501
V49,R54,285
V49,R55,548
V49,R56,260
V49,R57,530
V49,R58,504
V49,R59,407
V49,R60,268
V49,R61,318
V49,R62,412
V49,R63,393
V49,R64,422
V49,R65,432
V49,R66,436
V49,R67,575
V49,R68,547
V49,R69,260
V49,R70,376
V49,R71,353
V49,R72,331
V49,R73,446
V49,R74,370
V49,R75,563
V49,R76,492
V49,R77,462
V49,R78,458
V49,R79,500
V49,R80,497
V49,R81,382
V49,R82,460
V49,R83,527
V49,R84,362
V49,R85,422
V49,R86,394
V49,R87,463
V49,R88,465
V49,R89,389
V49,R90,487
V49,R91,342
V49,R92,557
V49,R93,322
V49,R94,476
V49,R95,324
V49,R96,360
V49,R97,278
V49,R98,399
V49,R99,553
V49,R100,378
V50,R1,435
V50,R2,312
V50,R3,260
V50,R4,476
V50,R5,481
V50,R6,310
V50,R7,370
V50,R8,306
V50,R9,494
V50,R10,509
V50,R11,260
V50,R12,260
V50,R13,367
V50,R14,406
V50,R15,365
V50,R16,530
V50,R17,488
V50,R18,489
V50,R19,306
V50,R20,416
V50,R21,474
V50,R22,580
V50,R23,580
V50,R24,351
V50,R25,497
V50,R26,551
V50,R27,372
V50,R28,356
V50,R29,260
V50,R30,370
V50,R31,260
V50,R32,548
V50,R33,512
V50,R34,549
V50,R35,502
V50,R36,467
V50,R37,354
V50,R38,406
V50,R39,507
V50,R40,260
V50,R41,475
V50,R42,427
V50,R43,338
V50,R44,517
V50,R45,402
V50,R46,363
V50,R47,550
V50,R48,360
V50,R49,549
V50,R50,327
V50,R51,456
V50,R52,382
V50,R53,570
V50,R54,554
V50,R55,570
V50,R56,344
V50,R57,409
V50,R58,561
V50,R59,382
V50,R60,460
V50,R61,393
V50,R62,347
V50,R63,317
V50,R64,300
V50,R65,433
V50,R66,402
V50,R67,286
V50,R68,527
V50,R69,445
V50,R70,320
V50,R71,506
V50,R72,416
V50,R73,343
V50,R74,410
V50,R75,515
V50,R76,356
V50,R77,580
V50,R78,466
V50,R79,420
V50,R80,370
V50,R81,317
V50,R82,269
V50,R83,531
V50,R84,457
V50,R85,340
V50,R86,297
V50,R87,563
V50,R88,334
V50,R89,317
V50,R90,574
V50,R91,330
V50,R92,580
V50,R93,443
V50,R94,490
V50,R95,551
V50,R96,335
V50,R97,320
V50,R98,455
V50,R99,483
V50,R100,458
V51,R1,390
V51,R2,456
V51,R3,284
V51,R4,260
V51,R5,418
V51,R6,353
V51,R7,320
V51,R8,575
V51,R9,384
V51,R10,287
V51,R11,260
V51,R12,426
V51,R13,299
V51,R14,309
V51,R15,580
V51,R16,455
V51,R17,525
V51,R18,360
V51,R19,284
V51,R20,358
V51,R21,446
V51,R22,436
V51,R23,396
V51,R24,528
V51,R25,453
V51,R26,326
V51,R27,551
V51,R28,543
V51,R29,476
V51,R30,277
V51,R31,323
V51,R32,422
V51,R33,497
V51,R34,486
V51,R35,512
V51,R36,419
V51,R37,540
V51,R38,309
V51,R39,563
V51,R40,488
V51,R41,460
V51,R42,476
V51,R43,351
V51,R44,530
V51,R45,283
V51,R46,478
V51,R47,342
V51,R48,296
V51,R49,361
V51,R50,328
V51,R51,580
V51,R52,260
V51,R53,455
V51,R54,394
V51,R55,500
V51,R56,492
V51,R57,296
V51,R58,457
V51,R59,375
V51,R60,580
V51,R61,385
V51,R62,351
V51,R63,498
V51,R64,373
V51,R65,410
V51,R66,329
V51,R67,376
V51,R68,580
V51,R69,570
V51,R70,569
V51,R71,484
V51,R72,427
V51,R73,423
V51,R74,436
V51,R75,511
V51,R76,361
V51,R77,437
V51,R78,453
V51,R79,397
V51,R80,451
V51,R81,447
V51,R82,519
V51,R83,447
V51,R84,441
V51,R85,505
V51,R86,511
V51,R87,520
V51,R88,431
V51,R89,296
V51,R90,476
V51,R91,448
V51,R92,470
V51,R93,530
V51,R94,526
V51,R95,463
V51,R96,468
V51,R97,470
V51,R98,430
V51,R99,562
V51,R100,530
V52,R1,328
V52,R2,320
V52,R3,579
V52,R4,273
V52,R5,526
V52,R6,378
V52,R7,359
V52,R8,489
V52,R9,408
V52,R10,262
V52,R11,513
V52,R12,260
V52,R13,489
V52,R14,580
V52,R15,365
V52,R16,348
V52,R17,375
V52,R18,492
V52,R19,260
V52,R20,260
V52,R21,426
V52,R22,484
V52,R23,410
V52,R24,279
V52,R25,274
V52,R26,361
V52,R27,498
V52,R28,507
V52,R29,306
V52,R30,568
V52,R31,521
V52,R32,380
V52,R33,459
V52,R34,293
V52,R35,415
V52,R36,423
V52,R37,452
V52,R38,365
V52,R39,318
V52,R40,380
V52,R41,426
V52,R42,359
V52,R43,522
V52,R44,333
V52,R45,439
V52,R46,448
V52,R47,307
V52,R48,301
V52,R49,306
V52,R50,260
V52,R51,352
V52,R52,580
V52,R53,517
V52,R54,312
V52,R55,426
V52,R56,386
V52,R57,520
V52,R58,291
V52,R59,522
V52,R60,435
V52,R61,487
V52,R62,400
V52,R63,260
V52,R64,316
V52,R65,456
V52,R66,545
V52,R67,345
V52,R68,464
V52,R69,543
V52,R70,298
V52,R71,420
V52,R72,476
V52,R73,489
V52,R74,432
V52,R75,395
V52,R76,521
V52,R77,308
V52,R78,346
V52,R79,360
V52,R80,345
V52,R81,470
V52,R82,436
V52,R83,435
V52,R84,391
V52,R85,337
V52,R86,449
V52,R87,546
V52,R88,446
V52,R89,427
V52,R90,362
V52,R91,390
V52,R92,298
V52,R93,489
V52,R94,457
V52,R95,432
V52,R96,474
V52,R97,580
V52,R98,433
V52,R99,527
V52,R100,580
V53,R1,274
V53,R2,458
V53,R3,535
V53,R4,333
V53,R5,302
V53,R6,483
V53,R7,580
V53,R8,318
V53,R9,519
V53,R10,565
V53,R11,460
V53,R12,562
V53,R13,580
V53,R14,490
V53,R15,580
V53,R16,474
V53,R17,355
V53,R18,311
V53,R19,365
V53,R20,334
V53,R21,561
V53,R22,471
V53,R23,438
V53,R24,391
V53,R25,263
V53,R26,430
V53,R27,485
V53,R28,281
V53,R29,297
V53,R30,400
V53,R31,388
V53,R32,280
V53,R33,350
V53,R34,580
V53,R35,451
V53,R36,428
V53,R37,397
V53,R38,447
V53,R39,444
V53,R40,510
V53,R41,423
V53,R42,439
